step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
9,CASH_OUT,1154353.99,C1034219836,1154353.99,0,C1195589213,162222,1965587.6,1
71,TRANSFER,304085.48,C378617827,304085.48,0,C1265131322,0,0,1
80,CASH_OUT,62134.33,C1079384969,62134.33,0,C1087953881,509204.33,571338.66,1
81,CASH_OUT,82527.13,C728143038,82527.13,0,C1407664911,397267.85,479794.98,1
69,CASH_OUT,582571.87,C1154322501,582571.87,0,C1687580441,0,582571.87,1
79,CASH_OUT,432254.84,C1072407495,432254.84,0,C577652704,1300115.81,1732370.65,1
77,CASH_OUT,2149976.69,C1519673706,2149976.69,0,C1396705699,0,2149976.69,1
85,TRANSFER,678058.75,C722109752,678058.75,0,C43114733,0,0,1
8,TRANSFER,89631.24,C74534388,89631.24,0,C1748042844,0,0,1
31,TRANSFER,120406.39,C237098657,120406.39,0,C1177827371,0,0,1
68,CASH_OUT,5800988.12,C1232837961,5800988.12,0,C1664538299,0,5800988.12,1
39,CASH_OUT,7937954.2,C1581001485,7937954.2,0,C2012612648,2716480.56,10700000,1
55,TRANSFER,309254.05,C1323797959,309254.05,0,C986375360,0,0,1
58,TRANSFER,561948.38,C856217790,561948.38,0,C1278181974,0,0,1
1,TRANSFER,25071.46,C669700766,25071.46,0,C1384210339,0,0,1
27,TRANSFER,329937.88,C699198167,329937.88,0,C2064246111,0,0,1
81,TRANSFER,78028.89,C1141684760,78028.89,0,C1203351352,0,0,1
66,TRANSFER,548269.98,C172609143,548269.98,0,C106756368,0,0,1
5,TRANSFER,10119.47,C1775746074,10119.47,0,C746009679,0,0,1
78,CASH_OUT,1321091.25,C1817853136,1321091.25,0,C1040572676,0,1321091.25,1
32,CASH_OUT,404165.06,C254731202,404165.06,0,C1749677978,0,404165.06,1
42,CASH_OUT,1917497.63,C1510964909,1917497.63,0,C580102695,173507.14,2091004.76,1
34,TRANSFER,428239.03,C711340026,428239.03,0,C674486348,0,0,1
73,TRANSFER,12619.29,C427763831,12619.29,0,C1394804033,0,0,1
37,CASH_OUT,128133,C921148283,128133,0,C129500962,160395.62,288528.62,1
84,TRANSFER,8380.79,C392060027,8380.79,0,C45705350,0,0,1
2,TRANSFER,14949.84,C140702728,14949.84,0,C634210724,0,0,1
36,TRANSFER,819503.92,C2020161235,819503.92,0,C1827219533,0,0,1
53,TRANSFER,3640271.29,C1285761418,3640271.29,0,C2028641482,0,0,1
84,TRANSFER,10000000,C792651637,14800000,4830219.15,C397396936,0,0,1
31,TRANSFER,587031.2,C1909564191,587031.2,0,C2047987632,0,0,1
95,TRANSFER,87999.25,C927181710,87999.25,0,C757947873,0,0,1
36,TRANSFER,326884.31,C237051726,326884.31,0,C1684081981,0,0,1
66,TRANSFER,7169129.94,C1016521533,7169129.94,0,C475877892,0,0,1
61,TRANSFER,475368.94,C397354505,475368.94,0,C320276503,0,0,1
6,TRANSFER,30521.02,C903383636,30521.02,0,C904300960,0,0,1
30,TRANSFER,109401.88,C2037269206,109401.88,0,C337579043,0,0,1
66,TRANSFER,2096634.43,C1735799250,2096634.43,0,C106378482,0,0,1
12,CASH_OUT,8677,C343345083,8677,0,C200064275,225127.62,233804.62,1
40,CASH_OUT,31930.24,C1222717182,31930.24,0,C515442419,113287.58,145217.82,1
66,TRANSFER,813133.35,C718215446,813133.35,0,C1200993280,0,0,1
80,CASH_OUT,42659.39,C73677947,42659.39,0,C1626691330,173558.43,216217.82,1
84,CASH_OUT,2627070.5,C771703338,2627070.5,0,C1350764838,463083.63,3090154.12,1
34,CASH_OUT,989311.12,C1177633466,989311.12,0,C1609979141,1009370.24,1998681.36,1
42,CASH_OUT,36359.57,C1257654035,36359.57,0,C334259414,20206.65,56566.22,1
64,TRANSFER,960306.85,C273631269,960306.85,0,C1035103148,0,0,1
26,CASH_OUT,37065.55,C281192595,37065.55,0,C514736179,1396327.66,1433393.21,1
9,TRANSFER,1055,C666486325,1055,0,C279565067,0,0,1
58,CASH_OUT,6501303.14,C1033290326,6501303.14,0,C1721246847,4439499.5,10900000,1
1,CASH_OUT,181,C840083671,181,0,C38997010,21182,0,1
50,TRANSFER,592737.43,C30736240,592737.43,0,C725738949,0,0,1
56,CASH_OUT,42789.93,C1799683256,42789.93,0,C2124012245,0,42789.93,1
8,CASH_OUT,43092,C1395071924,43092,0,C79685693,660641.74,1158662.9,1
33,TRANSFER,3295227.84,C1152596026,3295227.84,0,C1976114093,0,0,1
94,CASH_OUT,445257.43,C1527777491,445257.43,0,C1215602275,0,445257.43,1
88,TRANSFER,4022408.76,C743505070,4022408.76,0,C1234529860,0,0,1
74,TRANSFER,158489.29,C1694745551,158489.29,0,C43669214,0,0,1
14,CASH_OUT,143032,C465166521,143032,0,C487776685,814654.61,1020323.73,1
79,TRANSFER,664992.86,C2021935445,664992.86,0,C332249974,0,0,1
28,TRANSFER,491517.77,C1029198062,491517.77,0,C1534111155,0,0,1
38,TRANSFER,360688.3,C739289668,360688.3,0,C432663857,0,0,1
26,TRANSFER,331829.94,C1549516546,331829.94,0,C1908627867,0,0,1
78,CASH_OUT,2254934.36,C706933703,2254934.36,0,C273430415,364128.61,2619062.97,1
4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1
93,CASH_OUT,38150.22,C458914580,38150.22,0,C1918475530,30220.14,68370.36,1
47,CASH_OUT,61487.67,C2064498880,61487.67,0,C1457751793,0,61487.67,1
73,TRANSFER,12619.29,C427763831,12619.29,0,C1394804033,0,0,1
12,CASH_OUT,8677,C343345083,8677,0,C200064275,225127.62,233804.62,1
72,TRANSFER,10000000,C53057884,18600000,8594065.09,C588547519,0,0,1
95,CASH_OUT,87999.25,C409531429,87999.25,0,C1827219533,0,87999.25,1
61,CASH_OUT,55062.46,C983142202,55062.46,0,C204026282,0,55062.46,1
86,CASH_OUT,372344.58,C2134607507,372344.58,0,C950019767,0,372344.58,1
45,CASH_OUT,213983.59,C578474227,213983.59,0,C265601701,0,213983.59,1
1,TRANSFER,35063.63,C1364127192,35063.63,0,C1136419747,0,0,1
82,CASH_OUT,5338583.38,C1913306809,5338583.38,0,C343563320,31250.62,5369834,1
34,TRANSFER,40458,C262165422,40458,0,C847172802,0,0,1
58,CASH_OUT,378688.65,C851631639,378688.65,0,C1573752300,0,378688.65,1
49,CASH_OUT,114017.19,C305323219,114017.19,0,C1508275623,2822872.88,2936890.07,1
13,CASH_OUT,2686564.04,C901331326,2686564.04,0,C1662761228,438199.37,3124763.41,1
61,CASH_OUT,37720.99,C188991252,37720.99,0,C308006848,288804.07,326525.06,1
90,TRANSFER,1182557.97,C787624212,1182557.97,0,C707993034,0,0,1
71,TRANSFER,91691.75,C1715084286,91691.75,0,C415375205,0,0,1
6,CASH_OUT,26768.5,C682812632,26768.5,0,C256417920,101976,128744.5,1
58,CASH_OUT,246938.77,C1249676524,246938.77,0,C1822682019,0,246938.77,1
45,CASH_OUT,357836.57,C198543509,357836.57,0,C824285986,51217.85,409054.43,1
90,CASH_OUT,7696836.35,C1784092244,7696836.35,0,C646123724,180993.45,7877829.8,1
71,TRANSFER,322113.91,C1765119291,322113.91,0,C371379583,0,0,1
13,TRANSFER,4022667.54,C735463888,4022667.54,0,C1548348754,0,0,1
74,TRANSFER,4582074.51,C1151172465,4582074.51,0,C2088124795,0,0,1
83,TRANSFER,1534926.96,C358852719,1534926.96,0,C361327171,0,0,1
22,CASH_OUT,346704.55,C54851371,346704.55,0,C943084296,513994.79,860699.34,1
49,TRANSFER,1021129.67,C1545338291,1021129.67,0,C372035143,0,0,1
59,TRANSFER,3857176.83,C1675721447,3857176.83,0,C892636220,0,0,1
41,TRANSFER,2885466.96,C739578791,2885466.96,0,C1562052816,0,0,1
94,CASH_OUT,445257.43,C1527777491,445257.43,0,C1215602275,0,445257.43,1
58,TRANSFER,1789155.73,C1979185568,1789155.73,0,C1873285106,0,0,1
55,TRANSFER,283400.42,C1745208932,283400.42,0,C2118682140,0,0,1
57,TRANSFER,1014816.16,C550185181,1014816.16,0,C1007032757,0,0,1
57,CASH_OUT,1014816.16,C1871778702,1014816.16,0,C2092796486,1417511.04,2432327.2,1
66,TRANSFER,79441.66,C1915179121,79441.66,0,C36534041,0,0,1
37,CASH_OUT,1842,C323132484,1842,0,C1737682079,0,1842,1
82,CASH_OUT,45077.1,C978467011,45077.1,0,C809689507,126262.18,171339.29,1
56,CASH_OUT,2776135.33,C718213394,2776135.33,0,C1307403006,0,2776135.33,1
80,TRANSFER,972920.87,C279538198,972920.87,0,C1842012952,0,0,1
50,CASH_OUT,592737.43,C300034494,592737.43,0,C206270107,163646.39,756383.82,1
92,TRANSFER,101903.69,C1615802716,101903.69,0,C1977391812,0,0,1
43,CASH_OUT,21987,C983847519,21987,0,C868283274,123690.93,145677.94,1
38,CASH_OUT,7567170.36,C1891733615,7567170.36,0,C1599314459,345425.4,7912595.75,1
75,TRANSFER,810039.19,C756454870,810039.19,0,C1095120189,0,0,1
65,CASH_OUT,3760068.04,C1824157901,3760068.04,0,C675598051,622555.65,4382623.69,1
22,CASH_OUT,239646.72,C663158205,239646.72,0,C1104558647,2208970.26,2448616.98,1
55,TRANSFER,167715.53,C5594712,167715.53,0,C69798076,0,0,1
40,TRANSFER,26950.06,C575969831,26950.06,0,C220147588,0,0,1
83,TRANSFER,286769.07,C1444107396,286769.07,0,C1562027253,0,0,1
59,CASH_OUT,44733.5,C1363437677,44733.5,0,C1445811732,2534461.11,2579194.61,1
27,TRANSFER,494244.61,C1529468267,494244.61,0,C1924171481,0,0,1
94,CASH_OUT,1454592.61,C824268591,1454592.61,0,C819390198,264042.92,1718635.53,1
47,TRANSFER,2249574.01,C853837808,2249574.01,0,C1750636426,0,0,1
25,TRANSFER,802382.45,C127098115,802382.45,0,C1570699013,0,0,1
53,TRANSFER,931684.75,C101455775,931684.75,0,C1834538811,0,0,1
84,CASH_OUT,8380.79,C342648059,8380.79,0,C825022387,0,8380.79,1
4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1
63,CASH_OUT,197226.65,C1388614734,197226.65,0,C693288034,0,197226.65,1
33,CASH_OUT,214975.9,C6796051,214975.9,0,C677541710,152331.28,374513.69,1
7,TRANSFER,164,C1455969984,164,0,C2119910556,0,0,1
56,CASH_OUT,82767.31,C1447707746,82767.31,0,C133385139,401173.22,483940.53,1
91,CASH_OUT,28308.97,C1851254039,28308.97,0,C1151857075,0,28308.97,1
37,CASH_OUT,5979556.06,C1240594546,5979556.06,0,C579897687,0,5979556.06,1
83,TRANSFER,286769.07,C1444107396,286769.07,0,C1562027253,0,0,1
60,CASH_OUT,89014.32,C2128547053,89014.32,0,C2076906949,330651.68,419666,1
47,CASH_OUT,156011.24,C877302181,156011.24,0,C2044342029,152239.96,308251.2,1
68,CASH_OUT,281743.12,C47524114,281743.12,0,C645628840,158099.98,439843.09,1
79,CASH_OUT,1619331.51,C1899697178,1619331.51,0,C553920581,0,1619331.51,1
44,CASH_OUT,44571.94,C330892703,44571.94,0,C648682751,11984,0,1
37,TRANSFER,503793.25,C140477383,503793.25,0,C1169138113,0,95709.62,1
14,TRANSFER,2927005.15,C2081788795,2927005.15,0,C2138456206,0,0,1
13,TRANSFER,1161495.82,C1864459372,1161495.82,0,C537531657,0,0,1
65,CASH_OUT,174923.28,C1061805919,174923.28,0,C1217320472,0,174923.28,1
7,TRANSFER,262434.54,C2101686389,262434.54,0,C612008977,0,0,1
84,CASH_OUT,152331.26,C942925545,152331.26,0,C1633587807,676868.23,829199.49,1
34,CASH_OUT,1016540.35,C1455982049,1016540.35,0,C1613524189,4463851.64,5700161.74,1
6,CASH_OUT,17246,C1484518113,17246,0,C978609035,0,17246,1
32,TRANSFER,404165.06,C1458768825,404165.06,0,C206316722,0,0,1
61,TRANSFER,1155128.91,C74298259,1155128.91,0,C1317404545,0,0,1
65,CASH_OUT,3760068.04,C1824157901,3760068.04,0,C675598051,622555.65,4382623.69,1
53,CASH_OUT,1631640.02,C1732115289,1631640.02,0,C262978946,705298.87,2336938.89,1
33,TRANSFER,10000000,C1439740840,19900000,9887819.06,C875288652,0,0,1
10,CASH_OUT,503405.88,C140359285,503405.88,0,C2020337583,29669,533074.88,1
57,CASH_OUT,1014816.16,C1871778702,1014816.16,0,C2092796486,1417511.04,2432327.2,1
39,TRANSFER,7937954.2,C2057200986,7937954.2,0,C1124319645,0,0,1
25,CASH_OUT,1698263.69,C902520408,1698263.69,0,C1047966944,0,1698263.69,1
84,TRANSFER,4830219.15,C58626602,4830219.15,0,C1366192319,0,0,1
28,CASH_OUT,3832058.34,C426880249,3832058.34,0,C1566081912,531662.14,4363720.48,1
18,CASH_OUT,307739.18,C281912643,307739.18,0,C1264205758,25326,838246.41,1
53,CASH_OUT,6215.44,C1351929617,6215.44,0,C842672981,191197.42,197412.85,1
38,CASH_OUT,360688.3,C62190783,360688.3,0,C1187610031,0,360688.3,1
58,CASH_OUT,6501303.14,C1033290326,6501303.14,0,C1721246847,4439499.5,10900000,1
55,TRANSFER,109028.8,C215685392,109028.8,0,C1679780828,0,0,1
6,TRANSFER,17320.91,C788790720,17320.91,0,C1589547066,0,0,1
74,CASH_OUT,85637.08,C588765630,85637.08,0,C766485430,235137.06,320774.13,1
86,CASH_OUT,305817.12,C337026029,305817.12,0,C1022926752,0,305817.12,1
57,TRANSFER,157610.11,C207792334,157610.11,0,C912468991,0,0,1
81,CASH_OUT,1980800.05,C1774788670,1980800.05,0,C824562042,1779203.4,3760003.46,1
44,CASH_OUT,387952.42,C321872585,387952.42,0,C401911630,2070655.98,2222177.16,1
21,CASH_OUT,785323,C1794798581,785323,0,C801984124,803839.25,1720783.92,1
32,TRANSFER,604933.67,C1769820937,604933.67,0,C1536446312,0,0,1
55,TRANSFER,760625.76,C1611123412,760625.76,0,C1796277088,0,0,1
94,CASH_OUT,460635.82,C1563063305,460635.82,0,C262427288,544728.69,1005364.51,1
55,CASH_OUT,309254.05,C906689307,309254.05,0,C1018466821,218535.44,527789.5,1
34,TRANSFER,428239.03,C711340026,428239.03,0,C674486348,0,0,1
30,CASH_OUT,236947.25,C474899128,236947.25,0,C116505755,70084.28,307031.53,1
25,TRANSFER,1698263.69,C1865185181,1698263.69,0,C388097316,0,0,1
13,TRANSFER,1161495.82,C1864459372,1161495.82,0,C537531657,0,0,1
93,CASH_OUT,38150.22,C458914580,38150.22,0,C1918475530,30220.14,68370.36,1
36,CASH_OUT,886592.76,C1385592810,886592.76,0,C1755092826,112531.06,999123.82,1
81,CASH_OUT,2737766.8,C1419156412,2737766.8,0,C31490801,0,2737766.8,1
39,CASH_OUT,39013.3,C888856721,39013.3,0,C202101281,924162.55,1089489.11,1
66,CASH_OUT,126715.84,C935524807,126715.84,0,C1309332634,273157.93,399873.77,1
84,TRANSFER,152331.26,C397720555,152331.26,0,C1006668962,0,0,1
66,CASH_OUT,548269.98,C145966586,548269.98,0,C979594589,0,548269.98,1
40,CASH_OUT,26950.06,C1112574505,26950.06,0,C30015547,255430.21,282380.27,1
63,CASH_OUT,148188.84,C198701564,148188.84,0,C492308077,194134.25,342323.08,1
43,CASH_OUT,21987,C983847519,21987,0,C868283274,123690.93,145677.94,1
41,TRANSFER,1270564.34,C1268743025,1270564.34,0,C802302527,0,0,1
10,CASH_OUT,93810.76,C1190429229,93810.76,0,C2104652067,4096048.05,4189858.81,1
64,TRANSFER,17051.69,C759912226,17051.69,0,C287309829,0,0,1
33,CASH_OUT,6648389.9,C1612816859,6648389.9,0,C836514715,2609209.55,9257599.45,1
32,CASH_OUT,2023920.09,C706467919,2023920.09,0,C338077337,1530400.88,3554320.97,1
65,CASH_OUT,3760068.04,C1824157901,3760068.04,0,C675598051,622555.65,4382623.69,1
64,TRANSFER,1814483.97,C1198248537,1814483.97,0,C29406343,0,0,1
80,TRANSFER,972920.87,C279538198,972920.87,0,C1842012952,0,0,1
39,TRANSFER,238717.5,C492613437,238717.5,0,C74971191,0,0,1
69,TRANSFER,7728992.56,C139632487,7728992.56,0,C1966690861,0,0,1
28,CASH_OUT,3832058.34,C426880249,3832058.34,0,C1566081912,531662.14,4363720.48,1
22,TRANSFER,239646.72,C1977304181,239646.72,0,C1053513851,0,0,1
36,CASH_OUT,886592.76,C1385592810,886592.76,0,C1755092826,112531.06,999123.82,1
13,CASH_OUT,408,C1894004688,408,0,C1293978242,898297.85,1075854.14,1
32,TRANSFER,404165.06,C1458768825,404165.06,0,C206316722,0,0,1
94,TRANSFER,1454592.61,C708686257,1454592.61,0,C191950817,0,0,1
22,CASH_OUT,461509.86,C2141057802,461509.86,0,C802885021,302583.81,764093.67,1
42,CASH_OUT,1566057.28,C1496808239,1566057.28,0,C737489499,0,1566057.28,1
1,TRANSFER,25071.46,C669700766,25071.46,0,C1384210339,0,0,1
47,CASH_OUT,156011.24,C877302181,156011.24,0,C2044342029,152239.96,308251.2,1
5,CASH_OUT,60726.57,C840095827,60726.57,0,C803116137,13000000,13100000,1
58,CASH_OUT,7108914.22,C993318150,7108914.22,0,C73690456,0,7108914.22,1
51,CASH_OUT,339275.64,C433192438,339275.64,0,C1002469873,1481576.03,1820851.68,1
12,TRANSFER,2066467.64,C1223631235,2066467.64,0,C1281019843,0,81209.81,1
91,TRANSFER,737285.03,C2082041963,737285.03,0,C484298628,0,0,1
85,TRANSFER,1440705.58,C1202805418,1440705.58,0,C1429653947,0,0,1
78,CASH_OUT,178569.48,C395825139,178569.48,0,C1241208981,263128.53,441698.01,1
7,TRANSFER,164,C1455969984,164,0,C2119910556,0,0,1
36,TRANSFER,326884.31,C237051726,326884.31,0,C1684081981,0,0,1
48,CASH_OUT,561374.78,C442133026,561374.78,0,C952759841,5726683.53,6288058.31,1
71,TRANSFER,91691.75,C1715084286,91691.75,0,C415375205,0,0,1
12,TRANSFER,3964129.99,C576568419,3964129.99,0,C1571546632,0,0,1
76,TRANSFER,2066446.27,C1668561632,2066446.27,0,C575000794,0,0,1
24,TRANSFER,291305.98,C71665357,291305.98,0,C1607901570,0,0,1
66,TRANSFER,7169129.94,C1016521533,7169129.94,0,C475877892,0,0,1
22,TRANSFER,489767.32,C869780206,489767.32,0,C926230389,0,0,1
68,CASH_OUT,374178.28,C712970778,374178.28,0,C44247024,616364.57,990542.85,1
14,TRANSFER,1561891.66,C736093511,1561891.66,0,C1224081716,0,0,1
9,TRANSFER,350705.74,C1452168793,350705.74,0,C399194578,0,1184633.07,1
69,TRANSFER,271731.05,C659199413,271731.05,0,C1444079719,0,0,1
94,CASH_OUT,363378.75,C1736832400,363378.75,0,C2124923090,3609871.44,3973250.18,1
31,TRANSFER,587031.2,C1909564191,587031.2,0,C2047987632,0,0,1
68,CASH_OUT,374178.28,C712970778,374178.28,0,C44247024,616364.57,990542.85,1
21,TRANSFER,158299.34,C278180302,158299.34,0,C1551346623,0,0,1
34,CASH_OUT,1016540.35,C1455982049,1016540.35,0,C1613524189,4463851.64,5700161.74,1
74,TRANSFER,4375931.29,C775816840,4375931.29,0,C1539861914,0,0,1
41,TRANSFER,2885466.96,C739578791,2885466.96,0,C1562052816,0,0,1
74,CASH_OUT,74177.92,C146952243,74177.92,0,C570435842,79018.51,153196.43,1
86,TRANSFER,372344.58,C466502993,372344.58,0,C1376830476,0,0,1
95,TRANSFER,87999.25,C927181710,87999.25,0,C757947873,0,0,1
41,CASH_OUT,1270564.34,C1805103048,1270564.34,0,C1167029703,0,1270564.34,1
74,TRANSFER,455074.13,C178620637,455074.13,0,C479353061,0,0,1
83,CASH_OUT,1534926.96,C341046619,1534926.96,0,C1149435896,0,1534926.96,1
80,CASH_OUT,42659.39,C73677947,42659.39,0,C1626691330,173558.43,216217.82,1
46,CASH_OUT,9977761.05,C840795008,9977761.05,0,C1214752539,0,9977761.05,1
92,TRANSFER,21574.55,C2002083627,21574.55,0,C1024161943,0,0,1
86,CASH_OUT,305817.12,C337026029,305817.12,0,C1022926752,0,305817.12,1
12,TRANSFER,19472,C1101705841,19472,0,C925285469,0,0,1
9,CASH_OUT,556218.01,C589143360,556218.01,0,C1992550266,0,582265.81,1
46,CASH_OUT,945131.85,C809054944,945131.85,0,C264512063,119561.47,1064693.32,1
69,CASH_OUT,5521483.54,C1786386487,5521483.54,0,C1454031203,5527212.34,11000000,1
82,TRANSFER,10000000,C1237313447,11000000,987591.59,C1468356154,0,0,1
39,TRANSFER,2070814.27,C511306069,2070814.27,0,C1776402146,0,0,1
35,CASH_OUT,112280.88,C609821524,0,0,C708118422,40512.49,152793.36,1
58,CASH_OUT,3156421.43,C597790533,3156421.43,0,C1365109989,181440.45,3337861.88,1
5,TRANSFER,10119.47,C1775746074,10119.47,0,C746009679,0,0,1
22,CASH_OUT,489767.32,C480109552,489767.32,0,C720599914,0,489767.32,1
90,CASH_OUT,7696836.35,C1784092244,7696836.35,0,C646123724,180993.45,7877829.8,1
58,TRANSFER,246938.77,C1588962215,246938.77,0,C1667993735,0,0,1
40,TRANSFER,7887.75,C1551140519,7887.75,0,C311151183,0,0,1
25,CASH_OUT,1698263.69,C902520408,1698263.69,0,C1047966944,0,1698263.69,1
84,TRANSFER,296349.8,C1660861590,296349.8,0,C852926396,0,0,1
65,CASH_OUT,403975.39,C435979844,403975.39,0,C29687546,0,403975.39,1
32,CASH_OUT,1164448.96,C1925676917,1164448.96,0,C2040690699,1080246.34,2244695.29,1
56,CASH_OUT,829885.13,C1179900921,829885.13,0,C2021579766,13300000,14100000,1
34,TRANSFER,71693.42,C1103482150,71693.42,0,C2145121206,0,0,1
59,CASH_OUT,21174.45,C1739548854,21174.45,0,C240278716,31409.08,52583.53,1
90,CASH_OUT,134515.36,C1389046188,134515.36,0,C257288692,29488.06,164003.41,1
39,TRANSFER,152042.16,C1118399210,152042.16,0,C104038589,0,0,1
82,TRANSFER,5338583.38,C194251863,5338583.38,0,C280536388,0,0,1
8,CASH_OUT,1996.17,C858959216,1996.17,0,C864078397,2559.74,4555.92,1
94,TRANSFER,2169679.91,C358188091,2169679.91,0,C329029721,0,0,1
13,TRANSFER,1161495.82,C1864459372,1161495.82,0,C537531657,0,0,1
16,TRANSFER,828720.89,C1422357582,828720.89,0,C366986030,0,0,1
72,TRANSFER,622235.32,C2071698582,622235.32,0,C1036746993,0,0,1
22,CASH_OUT,239646.72,C663158205,239646.72,0,C1104558647,2208970.26,2448616.98,1
92,CASH_OUT,21574.55,C313908201,21574.55,0,C1295977505,0,21574.55,1
36,CASH_OUT,326884.31,C1259393771,326884.31,0,C275053310,337428.2,664312.51,1
65,CASH_OUT,701168.78,C1795901064,701168.78,0,C1652576276,841462.58,1542631.35,1
52,TRANSFER,128426.58,C1842985263,128426.58,0,C840755462,0,0,1
66,TRANSFER,150405.2,C1433490225,150405.2,0,C1414864266,0,0,1
9,TRANSFER,1154353.99,C670587931,1154353.99,0,C150406565,0,10872.9,1
68,CASH_OUT,3512572.72,C451243683,3512572.72,0,C958253769,111846.62,3624419.34,1
68,CASH_OUT,3512572.72,C451243683,3512572.72,0,C958253769,111846.62,3624419.34,1
37,TRANSFER,180967.56,C1482673200,180967.56,0,C1127207923,0,0,1
11,TRANSFER,313418.28,C711446907,313418.28,0,C888769567,0,97980.88,1
37,TRANSFER,93083.27,C1904979167,93083.27,0,C2067685892,0,0,1
90,TRANSFER,249791.3,C2018224474,249791.3,0,C1562137241,0,0,1
65,CASH_OUT,385556.82,C1422380255,385556.82,0,C947026739,60032.11,445588.93,1
41,TRANSFER,2885466.96,C739578791,2885466.96,0,C1562052816,0,0,1
44,CASH_OUT,534255.94,C1829721095,534255.94,0,C991247178,24559,558814.94,1
13,TRANSFER,123194.95,C2143112877,79466.45,0,C1755380031,535933.16,263908.84,1
9,CASH_OUT,556218.01,C589143360,556218.01,0,C1992550266,0,582265.81,1
81,CASH_OUT,221936.6,C1587954748,221936.6,0,C1439182488,1811.03,223747.62,1
39,TRANSFER,39013.3,C1092667126,39013.3,0,C1482119856,0,0,1
51,CASH_OUT,1398946.33,C1269420432,1398946.33,0,C237977902,0,1398946.33,1
43,TRANSFER,362152.77,C1484448573,362152.77,0,C1911678087,0,0,1
35,TRANSFER,122032.62,C133342319,122032.62,0,C1919617921,0,0,1
36,TRANSFER,886592.76,C1027885522,886592.76,0,C201404620,0,0,1
22,CASH_OUT,37100.29,C142707413,37100.29,0,C63948986,433212.41,470312.7,1
63,CASH_OUT,14017.38,C1076609671,14017.38,0,C1903932056,0,14017.38,1
57,TRANSFER,1014816.16,C550185181,1014816.16,0,C1007032757,0,0,1
56,CASH_OUT,2776135.33,C718213394,2776135.33,0,C1307403006,0,2776135.33,1
74,TRANSFER,74177.92,C1294027751,74177.92,0,C1027008059,0,0,1
6,TRANSFER,13704,C1735554279,13704,0,C12793273,0,1658746.09,1
86,TRANSFER,10000000,C1843531771,18900000,8931607.89,C632110164,0,0,1
18,CASH_OUT,1144089.37,C1542410200,1144089.37,0,C183389809,2502877.26,3879210.29,1
22,CASH_OUT,346704.55,C54851371,346704.55,0,C943084296,513994.79,860699.34,1
42,TRANSFER,36359.57,C1167233065,36359.57,0,C528250681,0,0,1
32,TRANSFER,81867.07,C1128786535,81867.07,0,C9901046,0,0,1
15,CASH_OUT,128473.62,C905234452,128473.62,0,C786510892,0,128473.62,1
58,CASH_OUT,3156421.43,C597790533,3156421.43,0,C1365109989,181440.45,3337861.88,1
14,TRANSFER,1561891.66,C736093511,1561891.66,0,C1224081716,0,0,1
40,TRANSFER,2757431.53,C1340596396,2757431.53,0,C487414422,0,0,1
83,TRANSFER,594577.22,C2038871800,594577.22,0,C699011744,0,0,1
42,TRANSFER,1917497.63,C373557981,1917497.63,0,C114416170,0,0,1
59,CASH_OUT,44733.5,C1363437677,44733.5,0,C1445811732,2534461.11,2579194.61,1
35,TRANSFER,454511.73,C1322100754,454511.73,0,C580058151,0,0,1
60,TRANSFER,1026208.84,C1813387968,1026208.84,0,C106857650,0,0,1
27,TRANSFER,1218165.88,C361429301,1218165.88,0,C550179566,0,0,1
15,CASH_OUT,170,C1065370362,170,0,C200064275,413421.36,345764.15,1
55,TRANSFER,309254.05,C1323797959,309254.05,0,C986375360,0,0,1
43,TRANSFER,362152.77,C1484448573,362152.77,0,C1911678087,0,0,1
46,TRANSFER,82971.91,C1603043156,82971.91,0,C898953864,0,0,1
54,CASH_OUT,1350574.58,C414078193,1350574.58,0,C907833742,2925591.98,4276166.57,1
51,CASH_OUT,339275.64,C433192438,339275.64,0,C1002469873,1481576.03,1820851.68,1
63,CASH_OUT,197226.65,C1388614734,197226.65,0,C693288034,0,197226.65,1
47,TRANSFER,2249574.01,C853837808,2249574.01,0,C1750636426,0,0,1
2,TRANSFER,14949.84,C140702728,14949.84,0,C634210724,0,0,1
47,TRANSFER,2249574.01,C853837808,2249574.01,0,C1750636426,0,0,1
35,TRANSFER,136983.26,C828966021,136983.26,0,C253711141,0,0,1
54,TRANSFER,438224.6,C163085808,438224.6,0,C652285552,0,0,1
9,TRANSFER,994453.2,C1121789613,1437370.87,442917.67,C254839817,194812.76,665743.67,1
16,TRANSFER,2701905.3,C494334546,2701905.3,0,C428725863,0,0,1
2,TRANSFER,1096187.24,C1093223281,1096187.24,0,C2063275841,0,0,1
35,TRANSFER,9465988.82,C851016578,9465988.82,0,C1650562969,0,0,1
37,CASH_OUT,5979556.06,C1240594546,5979556.06,0,C579897687,0,5979556.06,1
12,CASH_OUT,19472,C1205151454,19472,0,C664770316,0,19472,1
48,CASH_OUT,1215297.01,C274359236,1215297.01,0,C1653022223,2497294.92,3712591.93,1
4,TRANSFER,10000000,C7162498,12900000,2930418.44,C945327594,0,0,1
93,TRANSFER,269545.63,C1904367873,269545.63,0,C156002993,0,0,1
